DATASET_BINARY
#Binary datasets are visualized as filled or empty symbols, depending on the value associated with a node (0 or 1).
#Each node can have multiple associated values, and each value will be represented by a symbol (defined in FIELD_SHAPES) with corresponding color and label (from FIELD_COLORS and FIELD_LABELS).
#Possible values (defined under DATA below) for each node are 1 (filled shapes), 0 (empty shapes) and -1 (completely omitted).

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	Xenobiotics metabolism

#dataset color (can be changed later)
COLOR	#ff0000

#shapes for each field column; possible choices are
#1: rectangle 
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: check mark
FIELD_SHAPES	2	2	2	2	2	2	2
FIELD_LABELS	K07104	K01501	K05296	K01856	K03333	K16171	K05913
FIELD_COLORS	#9ece9e	#a4d2a4	#badcba	#b264b2	#a246a2	#9c389c	#932893
LEGEND_TITLE	Xenobiotics metabolism
LEGEND_SHAPES	2	2	2	2	2	2	2
LEGEND_LABELS	K07104	K01501	K05296	K01856	K03333	K16171	K05913
LEGEND_COLORS	#9ece9e	#a4d2a4	#badcba	#b264b2	#a246a2	#9c389c	#932893
#FIELD_SHAPES	

#field labels
#FIELD_LABELS	

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#define colors for each individual field column (if not defined all symbols will use the main dataset color, defined in COLOR above)
#FIELD_COLORS	


#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
#SHOW_INTERNAL,0

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
MARGIN	20
HORIZONTAL_GRID	0
VERTICAL_GRID	0
#align symbols to the end of each leaf label (individual dataset field will not be aligned to each other)
#ALIGN_TO_LABELS,1

#symbol height factor; Default symbol height will be slightly less than the available space between leaves, but you can set a multiplication factor here to increase/decrease it (values from 0 to 1 will decrease it, values above 1 will increase it)
#HEIGHT_FACTOR,1

#increase/decrease the spacing between individual levels, when there is more than one binary level defined 
#SYMBOL_SPACING,10

#display or hide the text labels above each field column
#SHOW_LABELS,1

#Example dataset with 4 columns (circle, left triangle, right triangle and rectangle):
#FIELD_SHAPES,2,4,5,1
#FIELD_LABELS,f1,f2,f3,f4
#FIELD_COLORS,#ff0000,#00ff00,#ffff00,#0000ff

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#node 9606 will have a filled circle, empty left triangle, nothing in the 3rd column and an empty rectangle
#9606,1,0,-1,0



A5	1	0	1	0	0	0	0
AA2	1	0	0	0	0	0	1
AA4	1	0	0	0	0	0	1
AA8	0	0	1	0	0	0	1
AA9	0	0	0	0	0	0	0
AB4	1	0	1	0	0	0	0
AB7	0	0	0	0	0	0	0
AC8	0	0	0	0	0	0	0
AD1	1	0	0	0	0	0	1
AD5	1	0	0	0	0	0	0
AF2	1	0	0	0	0	0	0
AH1	0	0	0	0	0	0	0
AH10	0	0	0	0	0	0	0
AH11	0	0	0	0	0	0	0
AH4	0	0	0	0	0	0	0
AH5	0	0	0	0	0	0	0
AH6	0	0	0	0	0	0	0
AH8	0	0	0	0	0	0	0
AH9	0	0	0	0	0	0	0
AM5	0	0	0	0	0	0	0
AN9	0	0	0	0	0	0	0
B11	0	0	0	0	0	0	0
BJ7	0	0	0	0	0	0	0
C10	1	0	0	0	0	0	0
C5	1	0	0	0	0	0	1
C6	0	0	0	0	0	0	0
C9	0	0	1	0	0	0	1
CE6	0	0	0	0	0	0	0
CE7	0	0	0	0	0	0	0
CF1	0	0	0	0	0	0	0
CF3	0	0	0	0	0	0	0
CG1	0	0	0	0	0	0	1
CG2	0	0	0	0	0	0	0
CG9	0	0	0	0	0	0	0
CJ6	0	0	0	0	0	0	0
D10	1	0	0	0	0	0	1
D12	1	0	0	0	0	0	1
D6	0	0	0	0	0	0	0
D7	0	0	0	0	0	0	0
E2	1	0	0	0	0	0	1
E5	1	0	0	0	0	0	1
E6	1	0	0	0	0	0	1
H9	0	0	0	0	0	0	0
I3	0	0	0	0	0	0	0
I5	0	0	0	0	0	0	0
K3	1	0	0	0	0	0	1
K6	1	0	0	0	0	0	1
AF10	0	0	0	1	0	0	1
AG6	0	0	0	1	0	0	1
AL3	0	0	0	1	0	0	0
AP8	0	0	0	1	0	0	1
CL7	0	0	0	1	0	0	1
N2	0	0	0	1	0	0	1
N9	0	0	0	1	0	0	1
P10	0	0	0	1	0	0	1
AA12	0	0	0	0	0	0	0
AB1	0	0	0	0	0	0	0
AC11	0	0	0	0	0	0	0
AJ1	0	0	0	0	0	0	0
AJ9	0	0	0	0	0	0	0
B1	0	0	0	0	0	0	0
B2	0	0	0	0	0	0	0
B4	0	0	0	0	0	0	0
B7	0	0	0	0	0	0	0
D9	0	0	0	0	0	0	0
E12	0	0	0	0	0	0	0
E4	0	0	0	0	0	0	0
E9	0	0	0	0	0	0	0
F6	0	0	0	0	0	0	0
F7	0	0	0	0	0	0	0
